2026-05-16 11:23:01.180 [info] [LS Main] Starting language server from: /Applications/Antigravity.app/Contents/Resources/app/extensions/antigravity/bin/language_server_macos_arm
2026-05-16 11:23:01.229 [info] [LS Main] Args: --csrf_token 019bbd92-3f36-4d1e-9366-8347dd79566f --extension_server_port 54290 --extension_server_csrf_token 20946db2-f81f-4660-add3-30d60015003b --app_data_dir antigravity --cloud_code_endpoint https://cloudcode-pa.googleapis.com
2026-05-16 11:23:01.325 [info] [LS Main] Process spawned with PID: 6095
2026-05-16 11:23:02.288 [error] [LS Main stderr] I0516 11:23:02.287581  6095 server.go:1236] Starting language server process with pid 6095
2026-05-16 12:33:03.192 [error] [LS Main stderr] I0516 12:33:03.191808  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x5b5d7c4c805b60ec

2026-05-16 12:33:03.518 [error] [LS Main stderr] I0516 12:33:03.518582  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xaae8e577160097cd

2026-05-16 12:33:03.532 [error] [LS Main stderr] I0516 12:33:03.532423  6095 planner_generator.go:283] Requesting planner with 61 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:33:10.895 [error] [LS Main stderr] I0516 12:33:10.895051  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa54608a01cf42b82

2026-05-16 12:33:19.908 [error] [LS Main stderr] I0516 12:33:19.908533  6095 planner_generator.go:283] Requesting planner with 63 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:33:27.097 [error] [LS Main stderr] I0516 12:33:27.097479  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd905e33fc2e0b118

2026-05-16 12:33:27.166 [error] [LS Main stderr] I0516 12:33:27.166590  6095 planner_generator.go:283] Requesting planner with 65 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:33:31.892 [error] [LS Main stderr] I0516 12:33:31.892556  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xc22a09e61d381583

2026-05-16 12:33:32.002 [error] [LS Main stderr] I0516 12:33:32.001984  6095 planner_generator.go:283] Requesting planner with 67 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:33:36.858 [error] [LS Main stderr] I0516 12:33:36.858820  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x2bc6ccbf8063ed50

2026-05-16 12:33:47.964 [error] [LS Main stderr] I0516 12:33:47.942809  6095 planner_generator.go:283] Requesting planner with 69 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:33:52.591 [error] [LS Main stderr] I0516 12:33:52.588834  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x45d8abafc4eaaec1

2026-05-16 12:34:42.065 [error] [LS Main stderr] I0516 12:34:42.065605  6095 planner_generator.go:283] Requesting planner with 71 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:34:46.875 [error] [LS Main stderr] I0516 12:34:46.875251  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xef69dd249496a48d

2026-05-16 12:34:52.216 [error] [LS Main stderr] I0516 12:34:52.216469  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x4eec16819fc1a1c

2026-05-16 12:34:52.730 [error] [LS Main stderr] I0516 12:34:52.503195  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa1760cb83c9877be

2026-05-16 12:34:53.373 [error] [LS Main stderr] I0516 12:34:53.373419  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xae33fc936e29e30e

2026-05-16 12:35:55.357 [error] [LS Main stderr] I0516 12:35:55.357685  6095 planner_generator.go:283] Requesting planner with 73 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:36:04.636 [error] [LS Main stderr] I0516 12:36:04.636654  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x771f650e4dd5d89c

2026-05-16 12:36:04.696 [error] [LS Main stderr] I0516 12:36:04.696009  6095 planner_generator.go:283] Requesting planner with 75 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:36:11.477 [error] [LS Main stderr] I0516 12:36:11.477315  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x7334449fbed3fc63

2026-05-16 12:36:11.560 [error] [LS Main stderr] I0516 12:36:11.560592  6095 planner_generator.go:283] Requesting planner with 77 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:36:19.208 [error] [LS Main stderr] I0516 12:36:19.207955  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x828fa596bcc1dba7

2026-05-16 12:36:19.250 [error] [LS Main stderr] I0516 12:36:19.250653  6095 planner_generator.go:283] Requesting planner with 79 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:36:24.865 [error] [LS Main stderr] I0516 12:36:24.865324  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd07fd455c3a5bbf3

2026-05-16 12:36:25.083 [error] [LS Main stderr] I0516 12:36:25.083835  6095 planner_generator.go:283] Requesting planner with 81 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:36:30.083 [error] [LS Main stderr] I0516 12:36:30.082881  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xf915fc93a24aeeea

2026-05-16 12:36:30.118 [error] [LS Main stderr] I0516 12:36:30.118385  6095 planner_generator.go:283] Requesting planner with 83 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:36:31.311 [error] [LS Main stderr] I0516 12:36:31.311207  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x2a6985a8e3e664e

2026-05-16 12:36:31.494 [error] [LS Main stderr] I0516 12:36:31.494537  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x832b34469b0a766c

2026-05-16 12:36:36.856 [error] [LS Main stderr] I0516 12:36:36.856495  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xf4725592cb068dcb
I0516 12:36:36.856571  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x316be996ef89b7

2026-05-16 12:36:36.920 [error] [LS Main stderr] I0516 12:36:36.920538  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xfc40d3f4683a39f2

2026-05-16 12:36:37.841 [error] [LS Main stderr] I0516 12:36:37.841091  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xff2644782806dbfd

2026-05-16 12:36:47.389 [error] [LS Main stderr] I0516 12:36:47.384724  6095 planner_generator.go:283] Requesting planner with 85 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:36:52.564 [error] [LS Main stderr] I0516 12:36:52.495422  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x9ff46134ca17ec8b

2026-05-16 12:37:24.440 [error] [LS Main stderr] I0516 12:37:23.514349  6095 planner_generator.go:283] Requesting planner with 87 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:37:28.191 [error] [LS Main stderr] I0516 12:37:28.177149  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xc12fee2bf7dcaab6

2026-05-16 12:37:30.209 [error] [LS Main stderr] I0516 12:37:30.209292  6095 planner_generator.go:283] Requesting planner with 89 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:37:38.253 [error] [LS Main stderr] I0516 12:37:38.252936  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x991e93ada6353115

2026-05-16 12:37:48.270 [error] [LS Main stderr] I0516 12:37:48.270484  6095 planner_generator.go:283] Requesting planner with 91 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:37:51.142 [error] [LS Main stderr] I0516 12:37:51.142484  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa3594734c90f2d51

2026-05-16 12:37:51.315 [error] [LS Main stderr] I0516 12:37:51.315604  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x37fa640f1a7a7a55

2026-05-16 12:37:52.801 [error] [LS Main stderr] I0516 12:37:52.801261  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x116351c2a89b5ff4

2026-05-16 12:37:52.929 [error] [LS Main stderr] I0516 12:37:52.929081  6095 planner_generator.go:283] Requesting planner with 93 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:37:58.270 [error] [LS Main stderr] I0516 12:37:58.270171  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x6ddb0b15d3b0d1e1

2026-05-16 12:38:03.016 [error] [LS Main stderr] I0516 12:38:03.016052  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x6b55e3b04509e25

2026-05-16 12:38:03.545 [error] [LS Main stderr] I0516 12:38:03.544912  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x9324060da990925

2026-05-16 12:38:08.355 [error] [LS Main stderr] I0516 12:38:08.352592  6095 planner_generator.go:283] Requesting planner with 95 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:38:13.253 [error] [LS Main stderr] I0516 12:38:13.253041  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xb9bd61b49bb0dd31

2026-05-16 12:38:22.986 [error] [LS Main stderr] I0516 12:38:22.986448  6095 planner_generator.go:283] Requesting planner with 97 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:38:27.542 [error] [LS Main stderr] I0516 12:38:27.542529  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa6fd09c7b40136be

2026-05-16 12:38:43.320 [error] [LS Main stderr] E0516 12:38:43.311089  6095 log.go:398] error executing cascade step: CORTEX_STEP_TYPE_RUN_COMMAND: signal: killed

2026-05-16 12:38:46.627 [error] [LS Main stderr] I0516 12:38:46.627716  6095 planner_generator.go:283] Requesting planner with 99 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:38:53.454 [error] [LS Main stderr] I0516 12:38:53.454036  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xc2c4cccc685f41db

2026-05-16 12:39:03.772 [error] [LS Main stderr] I0516 12:39:03.771977  6095 planner_generator.go:283] Requesting planner with 101 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:39:05.744 [error] [LS Main stderr] I0516 12:39:05.744453  6095 planner_generator.go:318] Encountered retryable api error. retrying in 5s. Error (The model API is currently overloaded and may experience intermittent errors.): RESOURCE_EXHAUSTED (code 429): Resource has been exhausted (e.g. check quota).: RESOURCE_EXHAUSTED (code 429): Resource has been exhausted (e.g. check quota).

2026-05-16 12:39:10.746 [error] [LS Main stderr] E0516 12:39:10.745565  6095 log.go:398] RESOURCE_EXHAUSTED (code 429): Resource has been exhausted (e.g. check quota).: RESOURCE_EXHAUSTED (code 429): Resource has been exhausted (e.g. check quota).

2026-05-16 12:39:11.031 [error] [LS Main stderr] I0516 12:39:11.031384  6095 planner_generator.go:283] Requesting planner with 102 chat messages at model retry attempt 1 and API retry attempt 2

2026-05-16 12:39:12.586 [error] [LS Main stderr] I0516 12:39:12.586404  6095 planner_generator.go:318] Encountered retryable api error. retrying in 7.645264542s. Error (The model API is currently overloaded and may experience intermittent errors.): RESOURCE_EXHAUSTED (code 429): Resource has been exhausted (e.g. check quota).: RESOURCE_EXHAUSTED (code 429): Resource has been exhausted (e.g. check quota).

2026-05-16 12:39:20.235 [error] [LS Main stderr] E0516 12:39:20.234306  6095 log.go:398] RESOURCE_EXHAUSTED (code 429): Resource has been exhausted (e.g. check quota).: RESOURCE_EXHAUSTED (code 429): Resource has been exhausted (e.g. check quota).

2026-05-16 12:39:20.390 [error] [LS Main stderr] I0516 12:39:20.390203  6095 planner_generator.go:283] Requesting planner with 103 chat messages at model retry attempt 1 and API retry attempt 3

2026-05-16 12:39:22.397 [error] [LS Main stderr] E0516 12:39:22.397107  6095 log.go:398] agent executor error: model unreachable: RESOURCE_EXHAUSTED (code 429): Resource has been exhausted (e.g. check quota).: RESOURCE_EXHAUSTED (code 429): Resource has been exhausted (e.g. check quota).

2026-05-16 12:39:22.572 [error] [LS Main stderr] E0516 12:39:22.572341  6095 log.go:398] model unreachable: RESOURCE_EXHAUSTED (code 429): Resource has been exhausted (e.g. check quota).: RESOURCE_EXHAUSTED (code 429): Resource has been exhausted (e.g. check quota).

2026-05-16 12:39:37.674 [error] [LS Main stderr] E0516 12:39:37.674531  6095 log.go:398] error executing cascade step: CORTEX_STEP_TYPE_RUN_COMMAND: signal: killed

2026-05-16 12:39:40.852 [error] [LS Main stderr] E0516 12:39:40.835290  6095 log.go:398] failed to check terminal shell support: internal: internal error

2026-05-16 12:39:44.022 [error] [LS Main stderr] I0516 12:39:43.985763  6095 planner_generator.go:283] Requesting planner with 105 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:39:47.994 [error] [LS Main stderr] I0516 12:39:47.994626  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x254fe9e26d8bf432

2026-05-16 12:39:48.506 [error] [LS Main stderr] I0516 12:39:48.506749  6095 planner_generator.go:283] Requesting planner with 107 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:39:55.958 [error] [LS Main stderr] I0516 12:39:55.957527  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x806ace825460610

2026-05-16 12:39:58.586 [error] [LS Main stderr] I0516 12:39:58.586601  6095 planner_generator.go:283] Requesting planner with 109 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:40:02.775 [error] [LS Main stderr] I0516 12:40:02.775217  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x871a518eff05288

2026-05-16 12:40:13.027 [error] [LS Main stderr] I0516 12:40:13.027257  6095 planner_generator.go:283] Requesting planner with 111 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:40:16.338 [error] [LS Main stderr] I0516 12:40:16.337960  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xbb58721f59981b0f

2026-05-16 12:40:21.735 [error] [LS Main stderr] I0516 12:40:21.735730  6095 planner_generator.go:283] Requesting planner with 113 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:40:25.072 [error] [LS Main stderr] I0516 12:40:25.072455  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xb6dd2cdaf204929f

2026-05-16 12:40:34.010 [error] [LS Main stderr] I0516 12:40:34.008792  6095 planner_generator.go:283] Requesting planner with 115 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:40:37.400 [error] [LS Main stderr] I0516 12:40:37.400554  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x38b03424cd47a53e

2026-05-16 12:40:52.630 [error] [LS Main stderr] I0516 12:40:52.630032  6095 planner_generator.go:283] Requesting planner with 117 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:40:58.287 [error] [LS Main stderr] I0516 12:40:58.283218  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x90046b03a7a61230

2026-05-16 12:40:59.023 [error] [LS Main stderr] I0516 12:40:59.023469  6095 planner_generator.go:283] Requesting planner with 119 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:41:08.098 [error] [LS Main stderr] I0516 12:41:08.098617  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xb1ecdeb146bd7e9e

2026-05-16 12:41:10.710 [error] [LS Main stderr] I0516 12:41:10.710390  6095 planner_generator.go:283] Requesting planner with 121 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:41:13.285 [error] [LS Main stderr] I0516 12:41:13.285562  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x5faf8fa36a3b385b

2026-05-16 12:41:14.317 [error] [LS Main stderr] I0516 12:41:14.317622  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd4506a7e2f6f85e5

2026-05-16 12:41:17.268 [error] [LS Main stderr] I0516 12:41:17.266729  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa326b2e7fafa21a2

2026-05-16 12:41:27.374 [error] [LS Main stderr] I0516 12:41:27.374770  6095 planner_generator.go:283] Requesting planner with 123 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:41:30.896 [error] [LS Main stderr] I0516 12:41:30.895015  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x6d687d52b68f7ec

2026-05-16 12:41:41.847 [error] [LS Main stderr] I0516 12:41:41.847109  6095 planner_generator.go:283] Requesting planner with 125 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:41:45.037 [error] [LS Main stderr] I0516 12:41:45.037004  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x24a2f74257e4f5d8

2026-05-16 12:42:21.376 [error] [LS Main stderr] I0516 12:42:21.375951  6095 planner_generator.go:283] Requesting planner with 127 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:42:28.593 [error] [LS Main stderr] I0516 12:42:28.593098  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x97cf2511357cf23c

2026-05-16 12:42:35.206 [error] [LS Main stderr] I0516 12:42:35.206489  6095 planner_generator.go:283] Requesting planner with 129 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:42:35.805 [error] [LS Main stderr] I0516 12:42:35.805471  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x53fd03e7597f62e6

2026-05-16 12:42:35.849 [error] [LS Main stderr] I0516 12:42:35.848967  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x2dc29836f298dd52

2026-05-16 12:42:38.972 [error] [LS Main stderr] I0516 12:42:38.971829  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa5a1b33512d54af8

2026-05-16 12:42:49.019 [error] [LS Main stderr] I0516 12:42:49.019258  6095 planner_generator.go:283] Requesting planner with 131 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:42:52.856 [error] [LS Main stderr] I0516 12:42:52.855692  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xe82cc2130880a3e6

2026-05-16 12:42:59.168 [error] [LS Main stderr] I0516 12:42:59.167995  6095 planner_generator.go:283] Requesting planner with 133 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:43:02.395 [error] [LS Main stderr] I0516 12:43:02.393139  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xab9c34a0adaa637e

2026-05-16 12:43:04.139 [error] [LS Main stderr] I0516 12:43:03.723952  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x24597108be7d4925
I0516 12:43:04.092658  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xc27fd50d92b04ef7

2026-05-16 12:45:05.334 [error] [LS Main stderr] I0516 12:45:05.257883  6095 planner_generator.go:283] Requesting planner with 135 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:45:10.620 [error] [LS Main stderr] I0516 12:45:10.592046  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xe058e8a2c59f808b

2026-05-16 12:45:12.087 [error] [LS Main stderr] E0516 12:45:12.081833  6095 log.go:398] error executing cascade step: CORTEX_STEP_TYPE_RUN_COMMAND: signal: killed

2026-05-16 12:45:12.850 [error] [LS Main stderr] I0516 12:45:12.850775  6095 planner_generator.go:283] Requesting planner with 137 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:45:18.555 [error] [LS Main stderr] I0516 12:45:18.554650  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa8ebe5dcc4b8c6

2026-05-16 12:45:19.842 [error] [LS Main stderr] I0516 12:45:19.842053  6095 planner_generator.go:283] Requesting planner with 139 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:45:24.930 [error] [LS Main stderr] I0516 12:45:24.930670  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x326e35f95390e9fa

2026-05-16 12:45:25.056 [error] [LS Main stderr] I0516 12:45:25.056404  6095 planner_generator.go:283] Requesting planner with 141 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:45:28.506 [error] [LS Main stderr] I0516 12:45:28.506609  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x47e41e8eb1a090c6

2026-05-16 12:45:28.593 [error] [LS Main stderr] I0516 12:45:28.593212  6095 planner_generator.go:283] Requesting planner with 143 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 12:45:33.147 [error] [LS Main stderr] I0516 12:45:33.147279  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xcbedd9cf64b851

2026-05-16 12:48:02.958 [error] [LS Main stderr] I0516 12:48:02.958087  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x21b004bf28322257

2026-05-16 12:48:03.434 [error] [LS Main stderr] I0516 12:48:03.434166  6095 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x5cc3969f591a3a3a

